id,response,type,length,num_sentence,num_word,words_cut
113,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 避免報紙立場及題材造成的干擾，本文選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字，比較四大報頭條標題及內文的用字風格。

研究方法：
- 收集臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導資料。
- 比較四大報頭條標題及內文的用字風格，包括常用詞彙、句長、標點、虛字等方面。
- 使用Jaccard指標和Yue指標分析四大報的頭條標題，用能夠代表兩報的常見詞彙為解釋變數，進行統計及機器學習 模型。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。",point,356,14,138,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 避免 報紙 立場 題材 造成 幹擾 本文 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 比較 四大報 頭條 標題 內文 用字 風格 研究方法 收集 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 資料 比較 四大報 頭條 標題 內文 用字 風格 包括 常用 詞彙 句長 標點 虛字 方面 使用 Jaccard 指標 Yue 指標 分析 四大報 頭條 標題 能夠 代表 兩報 常見 詞彙 為 解釋 變數 進行 統計 機器 學習   模型 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習   模型 準確 地區 隔 自由時報 蘋果日報 
114,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，需要了解不同媒體的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析四大報頭條標題及內文的用字風格，並比較其異同。
- 探討《自由時報》及《蘋果日報》的報導內容傾向。

研究方法：
- 選取每天頭版頭條新聞作為資料，資料期間為2012年至2018年。
- 以常用詞彙、句長、標點、虛字四個變數進行文字分析。
- 使用Jaccard指標和Yue指標進行群體分類。

研究結果：
- 四大報的頭條標題及內文的用字風格存在差異，能夠區隔出不同的報紙。
- 《自由時報》偏向政治新聞的報導內容，而《蘋果日報》偏向社會新聞的報導內容。
- 研究結果使用統計及機器學習模型分析皆能準確地區隔出《自由時報》或《蘋果日報》。",point,283,14,111,研究動機 媒體 同一 主題 報導 經常 明顯 差異 需要 了解 不同 媒體 報導 風格 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 四大報 頭條 標題 內文 用字 風格 比較 異同 探討 自由時報 蘋果日報 報導 內容 傾向 研究方法 選取 每天 頭版頭條 新聞 作為 資料 資料 期間 為 2012 年 2018 年 常用 詞彙 句長 標點 虛字 四個 變數 進行 文字 分析 使用 Jaccard 指標 Yue 指標 進行 羣體 分類 研究結果 四大報 頭條 標題 內文 用字 風格 存在 差異 能夠 區隔 出 不同 報紙 自由時報 偏向 政治 新聞 報導 內容 蘋果日報 偏向 社會 新聞 報導 內容 研究結果 使用 統計 機器 學習 模型 分析 皆 準確 地區 隔 出 自由時報 蘋果日報 
115,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等因素對報導風格的影響。
- 比較不同報紙之間報導風格的相似性與差異性。
- 探討報導風格的多樣性對媒體報導的準確性、可靠性和客觀性的影響。

研究方法：
- 選取每天頭版頭條新聞作為研究對象，資料期間為2012年至2018年。
- 針對四大報頭條標題及內文進行常用詞彙、句長、標點、虛字等方面的分析。
- 使用Jaccard指標及Yue指標對報導風格相似性進行分類比較。
- 使用統計及機器學習模型對常見詞彙進行分析，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型能準確地區隔《自由時報》或《蘋果日報》。",point,358,16,138,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 因素 報導 風格 影響 比較 不同 報紙 之間 報導 風格 相似性 差異 性 探討 報導 風格 多樣 性對 媒體 報導 準確性 可靠性 客觀性 影響 研究方法 選取 每天 頭版頭條 新聞 作為 研究 對象 資料 期間 為 2012 年 2018 年 四大報 頭條 標題 內文 進行 常用 詞彙 句長 標點 虛字 方面 分析 使用 Jaccard 指標 Yue 指標 報導 風格 相似性 進行 分類 比較 使用 統計 機器 學習 模型 常見 詞彙 進行 分析 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
116,"研究動機：
- 媒體對同一主題報導的風格常有明顯差異，研究此現象及原因。
- 比較臺灣四大報報導風格，以深入了解不同報紙的特點及立場。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，以了解不同報紙的用字風格及傾向。
- 避免報紙立場及題材造成的干擾，本文選取每天頭版頭條新聞，資料期間為2012年至2018年。

研究方法：
- 以標題常用詞彙、句長、標點、虛字等變數，比較臺灣四大報報導風格。
- 分析《蘋果日報》、《自由時報》報導內文，比較其傾向及用字風格。
- 使用統計及機器學習模型，準確地區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報報導風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,338,14,134,研究動機 媒體 同一 主題 報導 風格 常有 明顯 差異 研究 現象 原因 比較 臺灣 四大報 報導 風格 深入 瞭解 不同 報紙 特點 立場 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 瞭解 不同 報紙 用字 風格 傾向 避免 報紙 立場 題材 造成 幹擾 本文 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 研究方法 標題 常用 詞彙 句長 標點 虛字 變數 比較 臺灣 四大報 報導 風格 分析 蘋果日報 自由時報 報導 內文 比較 傾向 用字 風格 使用 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 研究結果 四大報 報導 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
117,"研究動機：
- 媒體對同一主題的報導存在明顯差異，了解不同報紙的報導風格有助於更全面理解事件。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，分析其差異。
- 藉由分析常用詞彙、句長、標點、虛字等因素，探討不同報紙報導風格的特點。
- 以能夠代表不同報紙的常見詞彙為解釋變數，進一步區分報紙報導的內容偏向。

研究方法：
- 選取每天頭版頭條新聞作為研究對象，資料期間為2012年至2018年。
- 分析不同報紙的報導風格差異，包括常用詞彙、句長、標點、虛字等。
- 使用Jaccard指標及Yue指標分析標題風格的分佈情況，以統計及機器學習模型區分報紙報導的內容偏向。

研究結果： 
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,365,15,149,研究動機 媒體 同一 主題 報導 存在 明顯 差異 瞭解 不同 報紙 報導 風格 有助於 更 全面 理解 事件 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 差異 藉 分析 常用 詞彙 句長 標點 虛字 因素 探討 不同 報紙 報導 風格 特點 能夠 代表 不同 報紙 常見 詞彙 為 解釋 變數 進一步 區分 報紙 報導 內容 偏向 研究方法 選取 每天 頭版頭條 新聞 作為 研究 對象 資料 期間 為 2012 年 2018 年 分析 不同 報紙 報導 風格 差異 包括 常用 詞彙 句長 標點 虛字 使用 Jaccard 指標 Yue 指標 分析 標題 風格 分佈 情況 統計 機器 學習 模型 區分 報紙 報導 內容 偏向 研究結果   四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 使用 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
118,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，探討報紙報導風格，特別是頭版頭條新聞的報導風格，能夠幫助我們更深入地了解報紙傳播的差異性。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，重點在頭版頭條新聞的報導風格。
- 分析四大報頭條標題及內文的用字風格差異 
- 探討四大報在報導上的傾向性差異 
- 比較統計及機器學習模型在區隔不同報紙風格上的效果差異

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等用字風格特徵，利用Jaccard指標及Yue指標作為聚類分析的評估指標。
- 以能夠代表兩報的常見詞彙為解釋變數，利用統計及機器學習模型區隔《自由時報》或《蘋果日報》的風格特徵差異。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》則傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》的風格特徵差異。",point,434,15,164,研究動機 媒體 同一 主題 報導 經常 明顯 差異 探討 報紙 報導 風格 特別 頭版頭條 新聞 報導 風格 能夠 幫助 更 深入 瞭解 報紙 傳播 差異 性 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 重點 頭版頭條 新聞 報導 風格 分析 四大報 頭條 標題 內文 用字 風格 差異   探討 四大報 報導 傾向性 差異   比較 統計 機器 學習 模型 區隔 不同 報紙 風格 效果 差異 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 用字 風格特徵 利用 Jaccard 指標 Yue 指標 作為 聚類 分析 評估 指標 能夠 代表 兩報 常見 詞彙 為 解釋 變數 利用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 風格特徵 差異 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 風格特徵 差異 
119,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想要探討臺灣四大報的報導風格相異之處。

研究目的：
- 分析臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 比較四大報頭條標題及內文的用詞風格差異。
- 探討四大報報導風格的特徵，以能準確地區隔各報。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析標題及內文的常用詞彙、句長、標點、虛字等因素。
- 運用Jaccard指標及Yue指標將同時期報導分群。
- 以能夠代表各報的常見詞彙為解釋變數，利用統計及機器學習模型進行區隔。

研究結果：
- 四大報的頭條標題及內文的用字風格不完全相同，以能代表各報的常見詞彙可準確地區隔各報。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標則將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》則傾向社會新聞。",point,321,15,131,研究動機 媒體 同一 主題 報導 經常 明顯 差異 想要 探討 臺灣 四大報 報導 風格 相異 處 研究目的 分析 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 比較 四大報 頭條 標題 內文 用詞 風格 差異 探討 四大報 報導 風格 特徵 以能 準確 地區 隔 各報 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 標題 內文 常用 詞彙 句長 標點 虛字 因素 運用 Jaccard 指標 Yue 指標 將同 時期 報導 分 羣 能夠 代表 各報 常見 詞彙 為 解釋 變數 利用 統計 機器 學習 模型 進行 區隔 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 以能 代表 各報 常見 詞彙 準確 地區 隔 各報 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 則將 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 
120,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 瞭解四大報頭條標題及內文的用字風格是否相同。
- 分析常用詞彙、句長、標點、虛字等因素，探討報紙報導風格的特點。
- 使用Jaccard指標及Yue指標將四大報進行區隔比較。
- 探討《自由時報》與《蘋果日報》在報導風格上的差異。

研究方法：
- 資料期間：2012年至2018年。
- 選取每天頭版頭條新聞進行分析。
- 分析常用詞彙、句長、標點、虛字等因素，瞭解報紙報導風格的特點。
- 使用Jaccard指標及Yue指標進行分析。
- 僅分析頭條標題的用字風格，內文僅分析《蘋果日報》、《自由時報》。
- 使用統計及機器學習模型進行分析及區隔。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,375,20,145,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 瞭解 四大報 頭條 標題 內文 用字 風格 是否 相同 分析 常用 詞彙 句長 標點 虛字 因素 探討 報紙 報導 風格 特點 使用 Jaccard 指標 Yue 指標 四大報 進行 區隔 比較 探討 自由時報 蘋果日報 報導 風格 差異 研究方法 資料 期間 2012 年 2018 年 選取 每天 頭版頭條 新聞 進行 分析 分析 常用 詞彙 句長 標點 虛字 因素 瞭解 報紙 報導 風格 特點 使用 Jaccard 指標 Yue 指標 進行 分析 僅 分析 頭條 標題 用字 風格 內文 僅 分析 蘋果日報 自由時報 使用 統計 機器 學習 模型 進行 分析 區隔 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
121,"研究動機：
- 媒體對同一主題報導的風格差異常大，想探討四大報頭條新聞報導風格的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》報導風格的異同。
- 分析標題及內文的用字風格，並以常見詞彙為解釋變數進行統計及機器學習模型運算。
- 探究報紙報導風格的可能影響因素。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以四大報的報導風格比較分析為主，使用常用詞彙、句長、標點、虛字等分析方法。
- 使用Jaccard指標及Yue指標分別將報導風格分成同一群及三群。

研究結果：
- 四大報頭條標題及內文的用字風格存在差異，且難以歸納出統一的報導風格。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。",point,350,14,139,研究動機 媒體 同一 主題 報導 風格 差異 常大 想 探討 四大報 頭條新聞 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 異同 分析 標題 內文 用字 風格 常見 詞彙 為 解釋 變數 進行 統計 機器 學習 模型 運算 探究 報紙 報導 風格 可能 影響 因素 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 四大報 報導 風格 比較 分析 為主 使用 常用 詞彙 句長 標點 虛字 分析方法 使用 Jaccard 指標 Yue 指標 報導 風格 分成 一羣 三 羣 研究結果 四大報 頭條 標題 內文 用字 風格 存在 差異 難以 歸納 出 統一 報導 風格 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習   模型 準確 地區 隔 自由時報 蘋果日報 
122,"研究動機：
- 媒體對同一主題報導之間存在明顯差異，需要研究不同媒體的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探究不同報紙在常用詞彙、句長、標點、虛字等方面的異同，以及對新聞類別的偏好。
- 了解不同報紙的報導風格對於對同一主題報導的影響。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以常用詞彙、句長、標點、虛字等為變數，進行報紙報導風格分析。
- 使用Jaccard指標和Yue指標進行群組分析。
- 將常見詞彙作為解釋變數，運用統計和機器學習模型進行分類區隔。

研究結果：
- 四大報在頭條標題及內文用字風格上存在著明顯差異。
- 常用詞彙、句長、標點、虛字等方面的分析結果顯示，報紙報導風格存在差異。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞， 《蘋果日報》傾向社會新聞。
- 統計和機器學習模型的分類結果準確地區隔了《自由時報》或《蘋果日報》。",point,370,17,148,研究動機 媒體 同一 主題 報導 之間 存在 明顯 差異 需要 研究 不同 媒體 報導 風格 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探究 不同 報紙 常用 詞彙 句長 標點 虛字 方面 異同 新聞 類別 偏好 瞭解 不同 報紙 報導 風格 同一 主題 報導 影響 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 常用 詞彙 句長 標點 虛字 為 變數 進行 報紙 報導 風格 分析 使用 Jaccard 指標 Yue 指標 進行 羣組 分析 常見 詞彙 作為 解釋 變數 運用 統計 機器 學習 模型 進行 分類 區隔 研究結果 四大報 頭條 標題 內文 用字 風格 存在 著 明顯 差異 常用 詞彙 句長 標點 虛字 方面 分析 結果顯示 報紙 報導 風格 存在 差異 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞   蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 分類 準確 地區 隔 自由時報 蘋果日報 
123,"研究動機：
- 媒體報導同一主題時存在明顯差異，想要探討報紙報導風格的差異性。

研究目的：
- 比較分析臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》在報導風格上的差異。
- 針對報導頭條標題、內文常用詞彙、句長、標點、虛字等因素進行分析。

研究方法：
- 選取每天頭版頭條新聞作為資料，期間為2012年至2018年。
- 利用常用詞彙、句長、標點、虛字等變數進行分析，採用Jaccard指標和Yue指標進行分群分析。
- 結合統計分析和機器學習模型對《自由時報》和《蘋果日報》進行區分。

研究結果：
- 四大報頭條標題及內文用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,319,12,129,研究動機 媒體 報導 同一 主題 時 存在 明顯 差異 想要 探討 報紙 報導 風格 差異 性 研究目的 比較 分析 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 差異 報導 頭條 標題 內文 常用 詞彙 句長 標點 虛字 因素 進行 分析 研究方法 選取 每天 頭版頭條 新聞 作為 資料 期間 為 2012 年 2018 年 利用 常用 詞彙 句長 標點 虛字 變數 進行 分析 採用 Jaccard 指標 Yue 指標 進行 分 羣 分析 結合 統計 分析 機器 學習 模型 自由時報 蘋果日報 進行 區分 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
124,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想要探討臺灣四大報在報導風格上的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 統計及機器學習模型分析常用詞彙、句長、標點、虛字等因素，區隔四大報在報導風格上的差異。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等因素，使用Jaccard指標和Yue指標分群。
- 統計及機器學習模型區隔差異。

研究結果：
- 頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,321,13,126,研究動機 媒體 同一 主題 報導 經常 明顯 差異 想要 探討 臺灣 四大報 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 統計 機器 學習 模型 分析 常用 詞彙 句長 標點 虛字 因素 區隔 四大報 報導 風格 差異 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 因素 使用 Jaccard 指標 Yue 指標 分 羣 統計 機器 學習 模型 區隔 差異 研究結果 頭條 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
125,"研究動機
- 媒體對同一主題的報導經常有明顯差異

研究目的
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等因素對報導風格的影響
- 探討不同報紙報導風格之差異

研究方法
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》
- 分析常用詞彙、句長、標點、虛字等因素對報導風格的影響
- 使用Jaccard指標與Yue指標來比較四大報頭條標題之相似度
- 利用統計及機器學習模型來區隔《自由時報》或《蘋果日報》

研究結果
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》基於常見詞彙的差異。",point,337,15,127,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 因素 報導 風格 影響 探討 不同 報紙 報導 風格 差異 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 因素 報導 風格 影響 使用 Jaccard 指標 Yue 指標 比較 四大報 頭條 標題 相似 度 利用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 常見 詞彙 差異 
126,"研究動機：
- 報紙對同一主題報導的風格差異，可能對讀者產生不同的印象。

研究目的：
- 比較臺灣四大報的報導風格。明確提到研究動機，並指出研究目的是想要了解不同報紙的報導風格。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等，並運用Jaccard指標及Yue指標進行分析。
- 使用統計及機器學習模型進行區隔。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,285,13,112,研究動機 報紙 同一 主題 報導 風格 差異 可能 讀者 產生 不同 印象 研究目的 比較 臺灣 四大報 報導 風格 明確 提到 研究動機 指出 研究目的 想要 了解 不同 報紙 報導 風格 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 運用 Jaccard 指標 Yue 指標 進行 分析 使用 統計 機器 學習 模型 進行 區隔 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
127,"研究動機：
媒體對同一主題的報導經常有明顯差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。

研究方法：
選取每天頭版頭條新聞，資料期間為2012年至2018年，分析常用詞彙、句長、標點、虛字。

研究結果：
1. 四大報頭條標題及內文的用字風格不完全相同。
2. 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
4. 统计和机器学习模型都能准确地区隔《自由时报》或《苹果日报》。",num,205,11,79,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
