id,response
32,"研究動機：
- 媒體對同一主題的報導風格差異有目共睹。
- 想了解臺灣四大報的頭條報導風格差異。

研究目的：
- 研究臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異。
- 比較四大報報導風格的異同。
- 分析標題和內文的文字特徵。

研究方法：
- 每天從四大報選取頭版頭條新聞作為樣本進行分析。
- 運用常用詞彙、句長、標點、虛字等文字特徵，進行文字分析。
- 運用Jaccard指標和Yue指標進行分群分析。
- 利用統計及機器學習模型進行分類準確度測試。

研究結果：
- 四大報報導風格在標題和內文方面存在差異。
- 標題部分，Jaccard指標將同時期的報導放在同一群，Yue指標將四大報分為三群。
- 內文部分，《自由時報》偏向於政治新聞，《蘋果日報》則偏向社會新聞。
- 利用常見詞彙結合統計及機器學習模型，能夠準確地區隔出《自由時報》或《蘋果日報》。"
33,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，因此有必要進行比較研究以了解其差異性。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，著重在頭版頭條新聞的報導風格比較。
- 避免報紙立場及題材造成的干擾，透過分析常用詞彙、句長、標點、虛字等變數的使用情況，比較四大報的用字風格差異。
- 透過研究結果，了解四大報在報導風格上的共同點與差異點。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等變數的使用情況，進行統計及機器學習分析。
- 使用Jaccard指標及Yue指標區分四大報的報導風格群組。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。透過常見詞彙為解釋變數，統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
34,"研究動機：
- 媒體對同一主題的報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，以報紙報導風格為研究目標
- 分析常用詞彙、句長、標點、虛字等，以能夠代表各報風格差異的詞彙為解釋變數

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》
- 比較四大報頭條標題及內文的用字風格，透過Jaccard指標和Yue指標將報導分群
- 分析《自由時報》和《蘋果日報》風格差異以及能代表風格的常見詞彙作為解釋變數
- 使用統計和機器學習模型進行區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
35,"研究動機：
- 報紙對同一主題的報導存在明顯差異，想要探討這些報紙報導風格差異的原因與程度。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等詞彙使用方式的差異，進而比較各報報導風格的差異。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以標題和內文的用字風格來分析四大報報導的差異。
- 使用Jaccard指標和Yue指標等方法來衡量報導風格的相似度。
- 使用統計分析和機器學習模型等方法來區分《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格存在差異，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向報導政治新聞，而《蘋果日報》則傾向報導社會新聞。
- 統計分析和機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
36,"研究動機:
- 媒體對同一主題的報導經常有明顯差異，希望探討不同媒體的報導風格。

研究目的:
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探究四大報頭條標題及內文的用字風格是否相同，並分析差異。
- 確認能夠代表兩報的常見詞彙以區隔報導。

研究方法:
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以常用詞彙、句長、標點、虛字為分析變數，比較四大報頭條標題及內文的用字風格。
- 使用Jaccard指標及Yue指標將同時期報導分群。
- 分析《自由時報》及《蘋果日報》的傾向性新聞類別，以常見詞彙為解釋變數，使用統計及機器學習模型區隔報導。

研究結果:
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
37,"研究動機：
媒體對同一主題的報導經常有明顯差異，因此作者想要探討臺灣四大報的報導風格是否具有明顯的差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，分析常用詞彙、句長、標點、虛字等因素，以討論他們的報導風格是否不同。

研究方法：
1. 選取每天頭版頭條新聞作為研究樣本。
2. 比較四大報的標題和內文用字風格的差異，分析常用詞彙、句長、標點和虛字等因素。
3. 使用統計及機器學習模型，以能夠代表兩報的常見詞彙為解釋變數，進行區隔分析。

研究結果：
1. 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
2. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
3. 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
38,"研究動機：

- 媒體對同一主題的報導經常有明顯差異，有必要比較不同報紙的報導風格。

研究目的：

- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等文本特徵，區分不同報紙的報導風格。
- 比較報導標題及內文風格的相異程度。

研究方法：

- 選取每天頭版頭條新聞，資料期間為2012年至2018年，每篇文章只分析標題及內文。
- 分析常用詞彙、句長、標點、虛字等文本特徵，使用Jaccard指標及Yue指標區分不同報紙的風格。
- 使用統計及機器學習模型區分《自由時報》及《蘋果日報》的風格。

研究結果：

- 四大報頭條標題及內文的用字風格不完全相同，不同報紙可區分成不同的風格群組。
- 在標題分析中，Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 在內文分析中，《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。"
39,"研究動機：
- 媒體對同一主題的報導經常存在明顯差異，透過分析報紙報導風格可以瞭解其差異性。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討報紙報導風格的差異點。
- 分析四大報頭條標題及內文的用字風格。
- 比較統計及機器學習模型對報道研究的分類準確度。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字。
- 利用Jaccard指標及Yue指標將四大報分類。
- 以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
40,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，本研究想探究不同報紙的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等在不同報紙的使用情況
- 探索頭條標題及內文的用字風格差異
- 嘗試用常見詞彙為解釋變數，區隔不同報紙

研究方法：
- 選取資料期間為2012年至2018年，每天頭版頭條新聞
- 比較頭條標題及內文中的用字風格，分析常用詞彙、句長、標點、虛字等
- 使用Jaccard指標及Yue指標，將同時期報導或四大報分群
- 採用統計及機器學習模型，區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同
- 頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 用常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
41,"研究動機：
- 媒體報導同一主題經常存在明顯差異
- 想要研究報紙報導風格的異同點

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 探究常用詞彙、句長、標點、虛字等報導字詞的異同
- 利用統計及機器學習模型分析報紙報導風格

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 以常用詞彙、句長、標點、虛字等為分析變數
- 使用 Jaccard 指標及 Yue 指標將報導分為不同群
- 使用統計及機器學習模型區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格存在異同
- 標題的 Jaccard 指標將同時期報導放在同一群，Yue 指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 利用統計及機器學習模型可以準確地區隔《自由時報》或《蘋果日報》。"
42,"研究動機：
- 媒體報導同一主題的風格差異常大，想瞭解臺灣四大報之間報導風格的異同。

研究目的：
- 以報紙報導風格為研究目標，比較臺灣四大報的報導風格。
- 了解四大報頭條標題及內文的用字風格異同，並分析其可能原因。
- 探索常用詞彙、句長、標點、虛字等變數在報紙報導中的應用。

研究方法：
- 分析臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 選取每天頭版頭條新聞，分析其標題、內文使用的常用詞彙、句長、標點、虛字等變數。
- 使用Jaccard指標、Yue指標等方法分析報紙報導風格之間的相似度和差異。
- 統計及機器學習模型分析常見詞彙在報紙報導中的應用及其對新聞風格的影響。

研究結果：
- 四大報頭條標題及內文使用的常用詞彙、句長、標點、虛字等變數略有差異，標題的Jaccard指標將同期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向於政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型均能夠準確地區隔《自由時報》或《蘋果日報》。"
43,"研究動機：

- 媒體對同一主題的報導經常有明顯差異，探討不同報紙報導風格的差異。

研究目的：

- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等文字特徵在報導風格上的差異。
- 探討報紙頭版頭條新聞的報導風格是否一致，以及其內容是否存在明顯不同。

研究方法：

- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等文字特徵的使用情況。
- 使用Jaccard指標和Yue指標將報導分群，並研究各群報導的特點。
- 使用統計和機器學習模型來區分《自由時報》和《蘋果日報》的報導風格。

研究結果：

- 四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
44,"研究動機：

1. 媒體對同一主題的報導經常有明顯差異。
2. 報紙報導風格的差異性。

研究目的：

探討台灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異。

研究方法：

1. 選取每天頭版頭條新聞作為資料。
2. 分析常用詞彙、句長、標點、虛字等變數。
3. 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群，進行資料分析。
4. 統計及機器學習模型進行分析。

研究結果：

1. 四大報頭條標題及內文的用字風格不完全相同。
2. 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
4. 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
45,"研究動機：
- 媒體對同一主題報導差異明顯，想探討報導風格在不同報紙間是否有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討四大報頭條標題和內文用字風格的不同。

研究方法：
- 每天選取四大報頭版頭條新聞作為資料，期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等因素，進行文本分析。
- 使用Jaccard指標和Yue指標進行聚類分析，探討四大報在報導風格上的異同。
- 以常見詞彙為解釋變數，使用統計及機器學習模型進行分類，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題用字風格使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現，《自由時報》偏向政治新聞，《蘋果日報》偏向社會新聞。
- 使用統計及機器學習模型能準確地區隔《自由時報》或《蘋果日報》。"
46,"研究動機：
媒體對同一主題的報導經常有明顯差異，因此本研究希望比較臺灣四大報對同一主題的報導風格，以瞭解它們之間的差異。

研究目的：
比較《蘋果日報》、《自由時報》、《聯合報》、《中國時報》之間的報導風格差異，並分析其常用詞彙、句長、標點、虛字等變數，以準確區隔報紙風格。

研究方法：
選取2012年至2018年期間四大報每日的頭版頭條新聞，分析其報導風格，包括常用詞彙、句長、標點、虛字等，使用Jaccard指標和Yue指標分析其標題風格，並使用統計和機器學習模型區隔《自由時報》和《蘋果日報》。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
47,"研究動機：
媒體對同一主題報導風格差異大，無法得知哪一報導更為客觀，因此有必要進行分析以探究這些差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異，以了解不同報紙之間報導風格的差異及其原因。

研究方法：
選取每天頭版頭條新聞作為研究對象，對標題和內文進行文字分析，並比較四大報之間的常用詞彙、句長、標點和虛字。

研究結果：
研究發現四大報標題的用字風格不完全相同，其中Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞；以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
48,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，對此現象進行深入研究。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 排除報紙立場及題材造成的干擾，以每天的頭版頭條新聞為研究對象，並從常用詞彙、句長、標點和虛字等方面進行分析。
- 進一步探究風格差異對報導內容選擇的影響。

研究方法：
- 選取頭條標題涵蓋四大報、頭條內文僅有《蘋果日報》、《自由時報》的新聞作為資料。
- 統計每家報紙標題中出現的常用詞彙、句長、標點和虛字等數據。
- 利用Jaccard指標和Yue指標，進行標題風格差異的分析和聚類。
- 建立統計及機器學習模型，以常見詞彙為解釋變數，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》則傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
49,"研究動機：
- 媒體報導同一主題時差異明顯，欲探討報紙報導風格的差異與相似性。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》之報導風格差異。
- 藉由詞彙、句子預測能區分出每份報紙的風格。

研究方法：
- 選擇每天頭版頭條新聞作為研究樣本，時間為2012-2018年。
- 比較四大報標題之用詞風格，分析Jaccard指標與Yue指標差異。
- 分別將《自由時報》及《蘋果日報》的內文進行分析，比較其在詞彙、句子長度、標點及虛詞上之相似性與差異。
- 建立統計及機器學習模型，並以常用詞彙做為解釋變數，試圖區分《自由時報》和《蘋果日報》的風格。

研究結果：
- 四大報頭條標題及內文的用詞風格存在差異性，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》偏向政治新聞報導，而《蘋果日報》偏向社會新聞報導。
- 統計及機器學習模型皆能以常用詞彙區分《自由時報》或《蘋果日報》的風格。"
50,"研究動機：
- 媒體對同一主題報導經常有明顯差異，想進一步研究報紙報導風格的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等特徵，進一步探討報導風格差異。
- 以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型區分《自由時報》或《蘋果日報》。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 比較四大報頭條標題及內文的用字風格。
- 分析常用詞彙、句長、標點、虛字等特徵。
- 使用Jaccard指標及Yue指標進行分群。
- 使用統計及機器學習模型區分《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
51,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。

研究目的：
- 比較臺灣四大報的報導風格。
- 了解四大報在標題及內文上的用字風格是否相同。
- 探討四大報在報導不同類型的新聞時是否有不同的偏好。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等語言特徵。
- 使用Jaccard指標和Yue指標分析標題分群。
- 使用統計及機器學習模型進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格存在不同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用常見詞彙為解釋變數的統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
52,"研究動機：
- 媒體對同一主題的報導經常存在明顯差異，為瞭解不同報紙的報導風格，本研究以四大報為例進行分析。

研究目的：
- 探討臺灣四大報的報導風格差異。
- 比較每家報紙的常用詞彙、句長、標點、虛字等，以了解其用字風格的不同。
- 以Jaccard指標及Yue指標進行分類，區分不同報紙對同一主題的報導風格。
- 分析內文的用字風格，瞭解不同報紙偏好報導的主題領域。

研究方法：
- 選取每日頭版頭條新聞，將頭條標題涵蓋四大報，但內文僅分析《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等多個變數，以比較不同報紙的用字風格。
- 使用統計及機器學習模型進行分析，區分不同報紙的報導風格。

研究結果：
- 發現四大報的頭條標題及內文用字風格有明顯不同。
- Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 使用統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
53,"研究動機：
- 認為媒體對同一主題的報導經常有明顯差異，欲探討報紙報導風格的異同。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析四大報頭條標題及內文中的常用詞彙、句長、標點、虛字的使用情況，比較不同報紙之間的異同。
- 將四大報分成不同的群，探討是否存在不同的報導風格。
- 確定《自由時報》與《蘋果日報》的報導風格，探索用詞的特色。

研究方法：
- 選取每日頭版頭條新聞作為研究對象，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等語言特徵，用Jaccard指標和Yue指標進行分類。
- 探討《自由時報》與《蘋果日報》報導風格的差異，以常見詞彙為解釋變數，使用統計和機器學習模型進行區隔。

研究結果：
- 四大報頭條標題的用字風格不完全相同，Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》的報導偏向政治新聞，而《蘋果日報》偏向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》，探索了兩報報導風格的用詞特色。"
54,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想探討臺灣四大報報導風格之異同，進一步瞭解報紙對新聞的報導風格差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 著重比較頭版頭條新聞的報導風格。
- 以常用詞彙、句長、標點、虛字等分析方式比較不同報紙報導風格之異同。
- 分析能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字，比較四大報頭條標題及內文的用字風格。
- 兩個指標Jaccard指標及Yue指標，分別將同期報導放在同一群及將四大報分成三群。
- 比較能夠代表兩報的常見詞彙為解釋變數的統計及機器學習 模型。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
55,"研究動機：
媒體對同一主題的報導風格有明顯差異，因此需要比較不同報紙的報導風格，並探討其可能的原因。

研究目的：
比較臺灣四大報的報導風格，並分析其常用詞彙、句長、標點、虛字差異，探討其可能的原因。

研究方法：
1. 選取每天頭版頭條新聞，資料期間為2012年至2018年。
2. 分析每家報紙的報導風格，包括常用詞彙、句長、標點、虛字等。
3. Jaccard指標和Yue指標用於將報紙分群，探討不同報紙之間的差異。
4. 統計及機器學習模型用於區隔《自由時報》或《蘋果日報》。

研究結果：
1. 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
2. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
3. 統計及機器學習模型能準確地區隔《自由時報》或《蘋果日報》。"
56,"研究動機：
媒體對同一主題的報導經常有明顯差異，而報紙是相對容易進行量化分析的媒體形式，因此研究者欲探討不同報紙的報導風格。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，以頭版頭條新聞作為分析對象，從常用詞彙、句長、標點、虛字等方面進行分析。

研究方法：
針對每天頭版頭條新聞，比較四大報的報導風格，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。本文分析常用詞彙、句長、標點、虛字，使用Jaccard指標和Yue指標進行群聚分析。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群;內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
57,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想進一步比較報紙報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等，以了解四大報頭條標題及內文的用字風格是否相同。
- 解釋變數，統計及機器學習模型都能區隔《自由時報》或《蘋果日報》。

研究方法：
- 以報紙頭版頭條新聞為研究對象，資料期間為2012年至2018年。
- 選取每天頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 使用Jaccard指標和Yue指標進行文本分析，比較四大報頭條標題的用字風格是否相同。 
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型進行分析， 準確地區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，使用統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。"
58,"研究動機：
- 媒體對同一主題報導風格的差異引起注意

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 找出四大報頭條標題及內文用字風格的異同
- 探討四大報在頭條標題及內文中，傾向報導何種類型的新聞
- 分析報導風格異同的可能原因

研究方法：
- 選取每天頭版頭條新聞，分析標題及內文用字風格
- 使用常用詞彙、句長、標點、虛字作為解釋變數，進行統計及機器學習模型的分析
- 以Jaccard指標及Yue指標將報導放在同一群或分成三群

研究結果：
- 四大報頭條標題及內文用字風格有異同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
59,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字在四大報頭條標題及內文的用字風格上的差異。
- 區隔《自由時報》或《蘋果日報》的報導風格。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以頭條標題及內文分析海量文本，比較四大報的用字風格。
- 針對常見詞彙為解釋變數，進行統計分析及機器學習模型的區隔。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
60,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，需要進一步探討報紙報導風格的差異，以便讀者了解報導傾向及立場。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析報紙報導風格的常用詞彙、句長、標點、虛字等差異。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等指標，比較四大報頭條標題及內文的用字風格。
- 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。"
61,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，本文希望探討臺灣四大報的報導風格，以瞭解報紙的立場及風格對報導有何影響。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 避免報紙立場及題材造成的干擾，選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等，以瞭解四大報頭條標題及內文的用字風格是否相同。
- 探討不同報紙的報導風格是否有助於區分其政治傾向。

研究方法：
- 資料收集：選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 資料分析：分析常用詞彙、句長、標點、虛字等，以瞭解四大報頭條標題及內文的用字風格是否相同。運用Jaccard指標和Yue指標區分報紙的風格差異，以及常見詞彙作為解釋變數，統計及機器學習模型區分不同報紙的政治傾向。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向報導政治新聞，《蘋果日報》傾向報導社會新聞。
- 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》的風格和政治傾向。"
